epoch,start_epoch,loss,accuracy,learning_rate,train_time,optimizer,scheduler_step_size
1,0,4.190530482529753,0.0679055908413706,0.1,784.0454041957855,SGD,50
2,0,4.020871963649042,0.0764525993883792,0.1,783.7364284992218,SGD,50
3,0,3.896291530656691,0.0948012232415902,0.1,783.6386015415192,SGD,50
4,0,3.7116749685791945,0.1214616168744609,0.1,771.0628747940063,SGD,50
5,0,3.474230647096445,0.1627852270054104,0.1,785.1318860054016,SGD,50
6,0,3.1674668214409563,0.2143025170548106,0.1,783.4682586193085,SGD,50
7,0,2.8910409353914743,0.2713087116756841,0.1,784.044002532959,SGD,50
8,0,2.632337061786599,0.3269034736924645,0.1,628.9296040534973,SGD,50
9,0,2.3781583125587726,0.377715047439818,0.1,294.65109944343567,SGD,50
10,0,2.1315306696874585,0.4426409472281031,0.1,295.5133550167084,SGD,50
11,10,1.9268158007806624,0.4878067905590841,0.1,292.219740152359,SGD,50
12,10,1.7413867291708345,0.5296008782247315,0.1,295.0309317111969,SGD,50
13,10,1.5904142262806549,0.5662981259311535,0.1,296.9962737560272,SGD,50
14,10,1.4362550478261806,0.6084842782090488,0.1,328.12839102745056,SGD,50
15,10,1.3110162360342608,0.6345957813847722,0.1,672.6622672080994,SGD,50
16,10,1.1802400957759698,0.6728612875401866,0.1,673.1368522644043,SGD,50
17,10,1.0750270960973,0.6999137457853054,0.1,681.1864447593689,SGD,50
18,10,0.9844082195171132,0.7192817376303614,0.1,687.709112405777,SGD,50
19,10,0.8876294756853277,0.7434329177448443,0.1,688.1844177246094,SGD,50
20,10,0.8199449787827853,0.7624088449776523,0.1,684.6409969329834,SGD,50
21,10,0.7180520309687262,0.7902454324472673,0.1,678.0784544944763,SGD,50
22,10,0.678567183617186,0.7964400533207873,0.1,672.7678191661835,SGD,50
23,10,0.5993697417194774,0.8215321885046656,0.1,672.1052894592285,SGD,50
24,10,0.5400588889348509,0.8350976240884498,0.1,673.080470085144,SGD,50
25,10,0.4723981269108,0.8610523014192739,0.1,385.9928824901581,SGD,50
26,10,0.4264206049362466,0.8693640711989336,0.1,295.820283651352,SGD,50
27,10,0.3780676563771168,0.8830079197051673,0.1,294.8438460826874,SGD,50
28,10,0.3528956036599351,0.8933584254685172,0.1,295.5086350440979,SGD,50
29,10,0.3210154941959956,0.8971222457460989,0.1,295.46766996383667,SGD,50
30,10,0.2579558436660671,0.9182937348074962,0.1,295.37878370285034,SGD,50
31,30,0.2735354080768126,0.9211950129381322,0.001,292.4961428642273,SGD,50
32,30,0.2258792227676302,0.9390731592566456,0.001,294.95772647857666,SGD,50
33,30,0.2039154211737789,0.9471496902689562,0.001,294.4596104621887,SGD,50
34,30,0.1939291832058804,0.949266839175096,0.001,295.96310544013977,SGD,50
35,30,0.185647229684626,0.9514624010036854,0.001,296.3506953716278,SGD,50
36,30,0.1809637506710624,0.951305575158786,0.001,295.2087836265564,SGD,50
37,30,0.1727897191079199,0.9545989179016702,0.001,291.449569940567,SGD,50
38,30,0.1696012587265299,0.9560103505057632,0.001,292.6975648403168,SGD,50
39,30,0.1626398572952223,0.9589900415588488,0.001,294.7853045463562,SGD,50
40,30,0.1588187373250456,0.9594605190935466,0.001,293.9222061634064,SGD,50
41,40,0.1572607015071175,0.958127499411903,0.0001,292.66137075424194,SGD,50
42,40,0.1515265161223706,0.961028777542539,0.0001,294.57253241539,SGD,50
43,40,0.1512765512604147,0.9611071904649886,0.0001,295.2366533279419,SGD,50
44,40,0.1531175218915068,0.9612640163098878,0.0001,293.7476556301117,SGD,50
45,40,0.1553580285845796,0.9595389320159962,0.0001,295.5019316673279,SGD,50
46,40,0.1554648253881484,0.9600878224731436,0.0001,295.1214337348938,SGD,50
47,40,0.1529532542004072,0.9602446483180428,0.0001,293.44708800315857,SGD,50
48,40,0.1563532788081742,0.9603230612404924,0.0001,291.948126077652,SGD,50
49,40,0.1518061771041343,0.9615776679996864,0.0001,294.6962237358093,SGD,50
50,40,0.1492266191391162,0.9623617972241824,0.0001,294.8920226097107,SGD,50
1,0,3.8877034131231603,0.11440445385399513,0.001,292.1439018249512,SGD,50
2,0,3.522960022011243,0.15996236179722417,0.001,297.1785397529602,SGD,50
3,0,3.294578331344821,0.19587548027915,0.001,297.4241421222687,SGD,50
4,0,3.1188169226014155,0.22873049478554064,0.001,297.1651017665863,SGD,50
5,0,2.9726336389525323,0.25429310750411666,0.001,297.3420991897583,SGD,50
6,0,2.832737160450635,0.28997098721869363,0.001,297.6998665332794,SGD,50
7,0,2.6902214788805408,0.3220418725005881,0.001,297.42648792266846,SGD,50
8,0,2.564891972747829,0.35223084764369167,0.001,297.57949447631836,SGD,50
9,0,2.4471158051288877,0.37434329177448444,0.001,296.2660746574402,SGD,50
10,0,2.308481578321015,0.41072688779110794,0.001,297.77877497673035,SGD,50
