epoch,start_epoch,loss,accuracy,learning_rate,train_time,optimizer,scheduler_step_size
70,60,0.0349196484067224,0.9975691994040616,0.0001,796.3459331989288,SGD,50
71,70,0.031958432877096335,0.9971771347918137,1e-05,795.2482306957245,SGD,50
72,70,0.03106437783044038,0.9981180898612091,1e-05,798.9039449691772,SGD,50
73,70,0.034853151389267326,0.9963930055673175,1e-05,799.1882684230804,SGD,50
74,70,0.03217189653776239,0.997726025248961,1e-05,797.6627550125122,SGD,50
75,70,0.034349786975200976,0.9970203089469144,1e-05,797.5832595825195,SGD,50
76,70,0.03060828904228195,0.9978828510938602,1e-05,797.5987582206726,SGD,50
77,70,0.03281028279661672,0.9972555477142633,1e-05,797.8565847873688,SGD,50
78,70,0.03269753715233517,0.997098721869364,1e-05,798.4207365512848,SGD,50
79,70,0.031566451402590616,0.9978828510938602,1e-05,797.1570653915405,SGD,50
